"Run","Time Step","Population Size","Group Members","Floaters","Lambda","Trait Index  0","Trait Index  1","Trait Index  2","Trait Index  3","Trait Index  4","Trait Index  5","Trait Index  6","Trait Index  7","Trait Index  8","Trait Index  9","Trait Index 10","Trait Index 11","Trait Index 12","Trait Index 13","Trait Index 14","Trait Index 15","Trait Index 16","Trait Index 17","Trait Index 18","Trait Index 19","Trait Index 20","Trait Index 21","Trait Index 22","Trait Index 23","Trait Index 24","Trait Index 25","Trait Index 26","Trait Index 27","Trait Index 28","Trait Index 29","Trait Index 30","Trait Index 31","Trait Index 32","Trait Index 33","Trait Index 34","Trait Index 35","Trait Index 36"
    1,      0,         10,          0,         10,   1.000000,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                1,                1,                0,                1,                1,                1,                0,                0,                1,                0,                0,                0,                1,                1,                1,                0,                0,                0,                0,                0,                0,                1,                0,                0
    1,      1,         10,          0,         10,   1.000000,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                1,                1,                0,                1,                1,                1,                0,                0,                1,                0,                0,                0,                1,                1,                1,                0,                0,                0,                0,                0,                0,                1,                0
    1,      2,         56,          0,         56,   5.600000,                0,               46,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                1,                1,                0,                1,                1,                1,                0,                0,                1,                0,                0,                0,                1,                1,                1,                0,                0,                0,                0,                0,                0,                1
    1,      3,         56,          0,         56,   1.000000,                0,                0,               46,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                1,                1,                0,                1,                1,                1,                0,                0,                1,                0,                0,                0,                1,                1,                1,                0,                0,                0,                0,                0,                1
    1,      4,         56,          0,         56,   1.000000,                0,                0,                0,               46,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                1,                1,                0,                1,                1,                1,                0,                0,                1,                0,                0,                0,                1,                1,                1,                0,                0,                0,                0,                1
    1,      5,         56,          0,         56,   1.000000,                0,                0,                0,                0,               46,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                1,                1,                0,                1,                1,                1,                0,                0,                1,                0,                0,                0,                1,                1,                1,                0,                0,                0,                1
    1,      6,         56,          0,         56,   1.000000,                0,                0,                0,                0,                0,               46,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                1,                1,                0,                1,                1,                1,                0,                0,                1,                0,                0,                0,                1,                1,                1,                0,                0,                1
    1,      7,         56,          0,         56,   1.000000,                0,                0,                0,                0,                0,                0,               46,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                1,                1,                0,                1,                1,                1,                0,                0,                1,                0,                0,                0,                1,                1,                1,                0,                1
    1,      8,         56,          0,         56,   1.000000,                0,                0,                0,                0,                0,                0,                0,               46,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                1,                1,                0,                1,                1,                1,                0,                0,                1,                0,                0,                0,                1,                1,                1,                1
    1,      9,         56,          0,         56,   1.000000,                0,                0,                0,                0,                0,                0,                0,                0,               46,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                0,                1,                1,                0,                1,                1,                1,                0,                0,                1,                0,                0,                0,                1,                1,                2
